sample_date,collector_name,location,location_number,time_code,sample_start,sample_end,weather,wind (km/hr),air_temp,shade_coverage,observation_id,pollinator,insect_order,insect_family,insect_genus,insect_species,plant_host,plant_order,plant_family,plant_genus,plant_species,plant_color,plant_pattern,Photo reference #,Notes (additional observations),,name_primary,name_secondary,final
2022-06-17,"Cai,Dave,Keegan",Library,L2,M,10:25,10:50,partly_cloudy,10,17,partly_shade,L2BVO5M,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,Liz
2022-06-17,"Cai,Dave,Keegan",Library,L2,M,10:25,10:50,partly_cloudy,10,17,partly_shade,L2BVO6M,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,Liz
2022-06-17,"Cai,Dave,Keegan",Library,L2,M,10:25,10:50,partly_cloudy,10,17,partly_shade,L2BVO7M,BVO,hymenoptera,apidae,bombus,vosnesenskii,dead_nettle,lamiales,lamiaceae,lamium,maculatum,pink,solid,,,,Liz,,Liz
2022-06-17,"Cai,Dave,Keegan",Library,L2,M,10:25,10:50,partly_cloudy,10,17,partly_shade,L2BVO8M,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,Liz
2022-06-17,"Cai,Dave,Keegan",Library,L2,M,10:25,10:50,partly_cloudy,10,17,partly_shade,L2BVO9M,BVO,hymenoptera,apidae,bombus,vosnesenskii,dead_nettle,lamiales,lamiaceae,lamium,maculatum,pink,solid,,,,Liz,,Liz
2022-06-17,"Cai,Dave,Keegan",Library,L2,A,11:52,12:18,partly_cloudy,33,16,partly_shade,L2BVO1A,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,Keegan
2022-06-17,"Cai,Dave,Keegan",Library,L2,A,11:52,12:18,partly_cloudy,33,16,partly_shade,L2BVO2A,BVO,hymenoptera,apidae,bombus,vosnesenskii,rocket_larkspur,ranunculales,ranunculaceae,delphinium,spp,blue,solid,,,,Liz,,Keegan
2022-06-17,"Cai,Dave,Keegan",Library,L2,A,11:52,12:18,partly_cloudy,33,16,partly_shade,L2BVO3A,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,Keegan
2022-06-17,"Cai,Dave,Keegan",Library,L2,A,11:52,12:18,partly_cloudy,33,16,partly_shade,L2BVO4A,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,solid,,Liz,,Keegan
2022-06-17,"Cai,Dave,Keegan",Library,L2,A,11:52,12:18,partly_cloudy,33,16,partly_shade,L2BVO5A,BVO,hymenoptera,apidae,bombus,vosnesenskii,foxglove,lamiales,phantaginaceae,digitalis,purpuerea,purple,spotted,,,,Liz,,Keegan
2022-06-17,"Cai,Dave,Keegan",Library,L2,A,11:52,12:18,partly_cloudy,33,16,partly_shade,L2BVO6A,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,Keegan
2022-06-17,"Cai,Dave,Keegan",Library,L2,A,11:52,12:18,partly_cloudy,33,16,partly_shade,L2BVO8A,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,Keegan
2022-06-17,"Cai,Dave,Keegan",Library,L2,A,11:52,12:18,partly_cloudy,33,16,partly_shade,L2BVO7A,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,Keegan
2022-06-17,"Keegan,Dave",Library,L2,E,13:37,14:02,partly_cloudy,13,18,mostly_shade,L2BVO1E,BVO,hymenoptera,apidae,bombus,vosnesenskii,foxglove,lamiales,phantaginaceae,digitalis,purpuerea,purple,spotted,,,,Liz,,Keegan
2022-06-17,"Keegan,Dave",Library,L2,E,13:37,14:02,partly_cloudy,13,18,mostly_shade,L2BVO2E,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,Keegan
2022-06-17,"Keegan,Dave",Library,L2,E,13:37,14:02,partly_cloudy,13,18,mostly_shade,L2BVO3E,BVO,hymenoptera,apidae,bombus,vosnesenskii,dead_nettle,lamiales,lamiaceae,lamium,maculatum,pink,solid,,,,Liz,,Keegan
2022-06-17,"Keegan,Dave",Library,L2,E,13:37,14:02,partly_cloudy,13,18,mostly_shade,L2BVO4E,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,Keegan
2022-06-08,"Jen,David,Aldona",Community_Garden,C2,M,10:44,11:10,cloudy,6,17,partly_shade,C2BVO1M,BVO,hymenoptera,apidae,bombus,vosnesenskii,purple_toadflax,laminales,phantaginaceae,linaria,purpurea,purple,solid,,someone smoking nearby,,Liz,,Liz
2022-06-08,"Jen,David,Aldona",Community_Garden,C2,M,10:44,11:10,cloudy,6,17,partly_shade,C2BVO2M,BVO,hymenoptera,apidae,bombus,vosnesenskii,purple_toadflax,laminales,phantaginaceae,linaria,purpurea,purple,solid,,,,Liz,,Liz
2022-06-08,"Keegan,Sal",Community_Garden,C2,A,13:41,14:07,cloudy,9,17,mostly_shade,C2BVO1A,BVO,hymenoptera,apidae,bombus,vosnesenskii,purple_toadflax,laminales,phantaginaceae,linaria,purpurea,purple,solid,,,,Liz,,Liz
2022-06-07,"Liz,Dave",Student_Union,S1,M,10:50,11:15,sunny,3,13,no_shade,S1BVO1M,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,M,10:50,11:15,sunny,3,13,no_shade,S1BVO2M,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,M,10:50,11:15,sunny,3,13,no_shade,S1BVO3M,BVO,hymenoptera,apidae,bombus,vosnesenskii,borage,boraginales,boraginaceae,borago,officinalis,blue,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,M,10:50,11:15,sunny,3,13,no_shade,S1BVO4M,BVO,hymenoptera,apidae,bombus,vosnesenskii,bachelor_button,asterales,asteraceae,centaurea,cyanus,nd,nd,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,M,10:50,11:15,sunny,3,13,no_shade,S1BVO5M,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,M,10:50,11:15,sunny,3,13,no_shade,S1BVO6M,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,M,10:50,11:15,sunny,3,13,no_shade,S1BVO7M,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,white,striped,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,A,12:31,12:56,overcast,5,19,no_shade,S1BVO1A,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,A,12:31,12:56,overcast,5,19,no_shade,S1BVO2A,BVO,hymenoptera,apidae,bombus,vosnesenskii,lacy_phacelia,boranginales,boranginaceae,phacelia,tancetifolia,purple,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,A,12:31,12:56,overcast,5,19,no_shade,S1BVO3A,BVO,hymenoptera,apidae,bombus,vosnesenskii,lacy_phacelia,boranginales,boranginaceae,phacelia,tancetifolia,purple,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,A,12:31,12:56,overcast,5,19,no_shade,S1BVO4A,BVO,hymenoptera,apidae,bombus,vosnesenskii,bachelor_button,asterales,asteraceae,centaurea,cyanus,nd,nd,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,A,12:31,12:56,overcast,5,19,no_shade,S1BVO5A,BVO,hymenoptera,apidae,bombus,vosnesenskii,lacy_phacelia,boraginales,boraginaceae,phacelia,tanacetifolia,purple,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,A,12:31,12:56,overcast,5,19,no_shade,S1BVO6A,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,E,16:41,17:06,overcast,5,18,no_shade,S1BVO10E,BVO,hymenoptera,apidae,bombus,vosnesenskii,bachelor_button,asterales,asteraceae,centaurea,cyanus,blue,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,E,16:41,17:06,overcast,5,18,no_shade,S1BVO11E,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,E,16:41,17:06,overcast,5,18,no_shade,S1BVO12E,BVO,hymenoptera,apidae,bombus,vosnesenskii,bachelor_button,asterales,asteraceae,centaurea,cyanus,blue,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,E,16:41,17:06,overcast,5,18,no_shade,S1BVO13E,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,E,16:41,17:06,overcast,5,18,no_shade,S1BVO14E,BVO,hymenoptera,apidae,bombus,vosnesenskii,bachelor_button,asterales,asteraceae,centaurea,cyanus,blue,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,E,16:41,17:06,overcast,5,18,no_shade,S1BVO1E,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,E,16:41,17:06,overcast,5,18,no_shade,S1BVO2E,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,E,16:41,17:06,overcast,5,18,no_shade,S1BVO3E,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,E,16:41,17:06,overcast,5,18,no_shade,S1BVO4E,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,E,16:41,17:06,overcast,5,18,no_shade,S1BVO5E,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,E,16:41,17:06,overcast,5,18,no_shade,S1BVO6E,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,E,16:41,17:06,overcast,5,18,no_shade,S1BVO7E,BVO,hymenoptera,apidae,bombus,vosnesenskii,wild_radish,brassicales,brassicaceae,raphanus,raphanistrum,white,striped,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,E,16:41,17:06,overcast,5,18,no_shade,S1BVO8E,BVO,hymenoptera,apidae,bombus,vosnesenskii,bachelor_button,asterales,asteraceae,centaurea,cyanus,blue,solid,,,,Liz,,
2022-06-07,"Liz,Dave",Student_Union,S1,E,16:41,17:06,overcast,5,18,no_shade,S1BVO9E,BVO,hymenoptera,apidae,bombus,vosnesenskii,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,Liz,,
2022-06-01,"Dave,Keegan",Community_Garden,C1,E,15:37,16:02,mostly_cloudy,8,19,mostly_shade,C1BVO1E,BVO,hymenoptera,apidae,bombus,vosnesenskii,red_robin,rosales,rosaceae,photinia,spp,white,solid,,,,David,Liz,Liz
2022-06-01,"Dave,Keegan",Community_Garden,C1,E,15:37,16:02,mostly_cloudy,8,19,mostly_shade,C1BVO2E,BVO,hymenoptera,apidae,bombus,vosnesenskii,red_robin,rosales,rosaceae,photinia,spp,white,solid,,,,David,Liz,Liz
2022-06-01,"David,Jen,Aldona",Library,L1,M,11:53,12:17,overcast,6,19,no_shade,L1BVO1M,BVO,hymenoptera,apidae,bombus,vosnesenskii,dead_nettle,lamiales,lamiaceae,lamium,maculatum,pink,solid,,,,David,Liz,Keegan
2022-06-01,"David,Jen,Aldona",Library,L1,M,11:53,12:17,overcast,6,19,no_shade,L1BVO2M,BVO,hymenoptera,apidae,bombus,vosnesenskii,dead_nettle,lamiales,lamiaceae,lamium,maculatum,pink,solid,,,,David,Liz,Keegan
2022-05-24,Keegan,Library,L0,M,11:40,12:05,cloudy,15,13,no_shade,L0BVO1M,BVO,hymenoptera,apidae,bombus,vosnesenskii,mountain_bluet,asterales,asteracea,centaurea,montana,blue,striped,,Visited many flowers,,David,Liz,Keegan
2022-05-24,Keegan,Library,L0,M,11:40,12:05,cloudy,15,13,no_shade,L0BVO2M,BVO,hymenoptera,apidae,bombus,vosnesenskii,mountain_bluet,asterales,asteracea,centaurea,montana,blue,striped,,,,David,Liz,Keegan
2022-05-24,Keegan,Library,L0,M,11:40,12:05,cloudy,15,13,no_shade,L0BVO3M,BVO,hymenoptera,apidae,bombus,vosnesenskii,dead_nettle,lamiales,lamiaceae,lamium,maculatum,pink,solid,,,,David,Liz,Keegan
2022-05-24,Keegan,Library,L0,M,11:40,12:05,cloudy,15,13,no_shade,L0BVO4M,BVO,hymenoptera,apidae,bombus,vosnesenskii,mountain_bluet,asterales,asteracea,centaurea,montana,blue,striped,,,,David,Liz,Keegan
2022-05-24,Keegan,Library,L0,M,11:40,12:05,cloudy,15,13,no_shade,L0BVO5M,BVO,hymenoptera,apidae,bombus,vosnesenskii,mountain_bluet,asterales,asteracea,centaurea,montana,blue,striped,,,,David,Liz,Keegan
2022-05-24,"Asuma,Lisa,Liz",Library,L0,A,13:42,14:07,cloudy,8,15,no_shade,L0BVO1A,BVO,hymenoptera,apidae,bombus,vosnesenskii,mountain_bluet,asterales,asteracea,centaurea,montana,blue,striped,,,,David,Liz,Keegan
2022-05-24,Asuma.Liz.David,Library,L0,E,16:09,16:33,cloudy,5,16,no_shade,L0BVO2E,BVO,hymenoptera,apidae,bombus,spp,mountain_bluet,asterales,asteracea,centaurea,montana,blue,striped,,,,David,Liz,Keegan
2022-05-24,Asuma.Liz.David,Library,L0,E,16:09,16:33,cloudy,5,16,no_shade,L0BVO1E,BVO,hymenoptera,apidae,bombus,vosnesenskii,dead_nettle,lamiales,lamiaceae,lamium,maculatum,pink,solid,,,,David,Liz,Keegan
2022-05-24,"David,Jen",Student_Union,S0,A,13:39,14:04,cloudy,6,16,no_shade,S0BVO1A,BVO,hymenoptera,apidae,bombus,vosnesenskii,mountain_bluet,asterales,asteracea,centaurea,montana,blue,striped,,,,David,Liz,Sal/Keegan
2022-05-24,"Asuma.David,Jen",Student_Union,S0,E,15:38,16:04,cloudy,3,16,no_shade,S0BVO1E,BVO,hymenoptera,apidae,bombus,vosnesenskii,mountain_bluet,asterales,asteracea,centaurea,montana,blue,striped,,,,David,Liz,Sal/Keegan
2022-09-13,"Keegan,Dave",Student_Union,S10,M,10:40,11:05,smokey,2,18,no_shade,S10HB1M,HB,hymenoptera,apidae,apis,mellifera,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,,,
2022-09-13,"Keegan,Dave",Student_Union,S10,M,10:40,11:05,smokey,2,18,no_shade,S10HB2M,HB,hymenoptera,apidae,apis,mellifera,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,,,
2022-09-13,"Keegan,Dave",Student_Union,S10,M,10:40,11:05,smokey,2,18,no_shade,S10HB3M,HB,hymenoptera,apidae,apis,mellifera,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,,,
2022-09-13,"Keegan,Dave, Liz",Student_Union,S10,A,12:31,12:56,smokey,15,18,no_shade,S10HB1A,HB,hymenoptera,apidae,apis,mellifera,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,,,
2022-09-13,"Keegan,Dave, Liz",Student_Union,S10,A,12:31,12:56,smokey,15,18,no_shade,S10HB2M,HB,hymenoptera,apidae,apis,mellifera,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,,,
2022-09-13,"Liz,Cai",Student_Union,S10,E,14:48,15:14,smokey,10,21,no_shade,S10HB1E,HB,hymenoptera,apidae,apis,mellifera,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,,,
2022-09-13,"Liz,Cai",Student_Union,S10,E,14:48,15:14,smokey,10,21,no_shade,S10HB2E,HB,hymenoptera,apidae,apis,mellifera,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,,,
2022-09-13,"Liz,Cai",Student_Union,S10,E,14:48,15:14,smokey,10,21,no_shade,S10HB3E,HB,hymenoptera,apidae,apis,mellifera,california_poppy,ranunculales,papveraceae,eschscholzia,californica,orange,solid,,,,,,
2022-09-08,"Keegan,David",Student_Union,S9,M,10:36,11:01,sunny,11,16,no_shade,S9HB1M,HB,hymenoptera,apidae,apis,mellifera,black_eyed_susan,asterales,asteraceae,rudbeckia,hirta,yellow,solid,,,,,,
2022-09-08,"Keegan,David",Student_Union,S9,M,10:36,11:01,sunny,11,16,no_shade,S9HB2M,HB,hymenoptera,apidae,apis,mellifera,black_eyed_susan,asterales,asteraceae,rudbeckia,hirta,yellow,solid,,,,,,
2022-09-08,"Keegan,David",Student_Union,S9,M,10:36,11:01,sunny,11,16,no_shade,S9HB3M,HB,hymenoptera,apidae,apis,mellifera,black_eyed_susan,asterales,asteraceae,rudbeckia,hirta,yellow,solid,,,,,,
2022-09-08,"Keegan,David",Student_Union,S9,M,10:36,11:01,sunny,11,16,no_shade,S9HB4M,HB,hymenoptera,apidae,apis,mellifera,black_eyed_susan,asterales,asteraceae,rudbeckia,hirta,yellow,solid,,,,,,
2022-09-08,"Keegan,David",Student_Union,S9,M,10:36,11:01,sunny,11,16,no_shade,S9HB4M,HB,hymenoptera,apidae,apis,mellifera,black_eyed_susan,asterales,asteraceae,rudbeckia,hirta,yellow,solid,,,,,,
2022-09-08,"Keegan,David",Student_Union,S9,M,10:36,11:01,sunny,11,16,no_shade,S9HB5M,HB,hymenoptera,apidae,apis,mellifera,black_eyed_susan,asterales,asteraceae,rudbeckia,hirta,yellow,solid,,,,,,
2022-09-08,"Keegan,David",Student_Union,S9,M,10:36,11:01,sunny,11,16,no_shade,S9HB6M,HB,hymenoptera,apidae,apis,mellifera,black_eyed_susan,asterales,asteraceae,rudbeckia,hirta,yellow,solid,,,,,,
2022-09-08,"Keegan,David",Student_Union,S9,A,12:40,13:05,sunny,26,19,no_shade,S9HB1A,HB,hymenoptera,apidae,apis,mellifera,black_eyed_susan,asterales,asteraceae,rudbeckia,hirta,yellow,solid,,,,,,
2022-09-08,"Keegan,David",Student_Union,S9,A,12:40,13:05,sunny,26,19,no_shade,S9HB2A,HB,hymenoptera,apidae,apis,mellifera,black_eyed_susan,asterales,asteraceae,rudbeckia,hirta,yellow,solid,,,,,,
2022-09-08,"Keegan,David",Student_Union,S9,A,12:40,13:05,sunny,26,19,no_shade,S9HB3A,HB,hymenoptera,apidae,apis,mellifera,black_eyed_susan,asterales,asteraceae,rudbeckia,hirta,yellow,solid,,,,,,
2022-09-08,"Keegan,David",Student_Union,S9,A,12:40,13:05,sunny,26,19,no_shade,S9HB4A,HB,hymenoptera,apidae,apis,mellifera,long_leafed_coreopsis,asterales,asteraceae,coreopsis,lanceolata,yellow,solid,,,,,,
2022-09-08,"Keegan,David,Sal",Student_Union,S9,E,14:30,14:55,sunny,28,18,no_shade,S9HB1E,HB,hymenoptera,apidae,apis,mellifera,thin_lavender,laminales,lamiaceae,lavandula,spp,purple,solid,,,,,,
2022-09-08,"Keegan,David,Sal",Student_Union,S9,E,14:30,14:55,sunny,28,18,no_shade,S9HB2E,HB,hymenoptera,apidae,apis,mellifera,thin_lavender,laminales,lamiaceae,lavandula,spp,purple,solid,,,,,,
2022-09-08,"Keegan,David,Sal",Student_Union,S9,E,14:30,14:55,sunny,28,18,no_shade,S9HB3E,HB,hymenoptera,apidae,apis,mellifera,thin_lavender,laminales,lamiaceae,lavandula,spp,purple,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,M,13:06,13:31,partly_cloudy,2,26,no_shade,S8HB10M,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,M,13:06,13:31,partly_cloudy,2,26,no_shade,S8HB11M,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,M,13:06,13:31,partly_cloudy,2,26,no_shade,S8HB12M,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,M,13:06,13:31,partly_cloudy,2,26,no_shade,S8HB13M,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,M,13:06,13:31,partly_cloudy,2,26,no_shade,S8HB14M,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,M,13:06,13:31,partly_cloudy,2,26,no_shade,S8HB15M,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,M,13:06,13:31,partly_cloudy,2,26,no_shade,S8HB16M,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,M,13:06,13:31,partly_cloudy,2,26,no_shade,S8HB1M,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,M,13:06,13:31,partly_cloudy,2,26,no_shade,S8HB2M,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,M,13:06,13:31,partly_cloudy,2,26,no_shade,S8HB3M,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,M,13:06,13:31,partly_cloudy,2,26,no_shade,S8HB4M,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,M,13:06,13:31,partly_cloudy,2,26,no_shade,S8HB5M,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,M,13:06,13:31,partly_cloudy,2,26,no_shade,S8HB6M,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,M,13:06,13:31,partly_cloudy,2,26,no_shade,S8HB7M,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,M,13:06,13:31,partly_cloudy,2,26,no_shade,S8HB8M,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,M,13:06,13:31,partly_cloudy,2,26,no_shade,S8HB9M,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,A,14:35,15:00,partly_cloudy,3,28,no_shade,S8HB10A,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,A,14:35,15:00,partly_cloudy,3,28,no_shade,S8HB11A,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,A,14:35,15:00,partly_cloudy,3,28,no_shade,S8HB1A,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,A,14:35,15:00,partly_cloudy,3,28,no_shade,S8HB2A,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,A,14:35,15:00,partly_cloudy,3,28,no_shade,S8HB3A,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,A,14:35,15:00,partly_cloudy,3,28,no_shade,S8HB4A,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,A,14:35,15:00,partly_cloudy,3,28,no_shade,S8HB5A,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,A,14:35,15:00,partly_cloudy,3,28,no_shade,S8HB6A,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,A,14:35,15:00,partly_cloudy,3,28,no_shade,S8HB7A,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
2022-08-31,"Liz,Cai",Student_Union,S8,A,14:35,15:00,partly_cloudy,3,28,no_shade,S8HB8A,HB,hymenoptera,apidae,apis,mellifera,mexican_sunflower,asterales,asteraceae,tithonia,diversifolia,yellow,solid,,,,,,
